handle,name,platform,niche,followers,avg_engagement_rate,location,verified,fake_followers_pct,data_repaired_flag,recent_posts_sampled_sim,luxury_post_count_sim,jewelry_post_count_sim,fashion_apparel_post_count_sim,beauty_post_count_sim,lifestyle_post_count_sim,luxury_post_ratio_sim,jewelry_post_ratio_sim,fashion_apparel_post_ratio_sim,beauty_post_ratio_sim,lifestyle_post_ratio_sim,past_campaign_count_sim,past_luxury_campaign_count_sim,past_successful_campaign_count_sim,past_successful_luxury_campaign_count_sim,past_campaign_success_rate_sim,past_luxury_campaign_success_rate_sim,avg_campaign_roas_sim,avg_sales_uplift_pct_sim,avg_conversion_rate_pct_sim,simulated_campaign_success_target,synthetic_data_flag,synthetic_generation_version
@sujalthakral,Sujal Thakral,youtube,comedy,40800000.0,31.69,,FALSE,0.0,0,20,1,0,1,1,3,0.05,0.0,0.05,0.05,0.15,7,0,5,0,0.7143,0.0,2.96,21.36,4.18,1,1,v1_deterministic
@elrubiusomg,elrubiusOMG,youtube,lifestyle,40800000.0,27.3,,FALSE,0.0,0,20,3,4,6,7,16,0.15,0.2,0.3,0.35,0.8,7,2,4,1,0.5714,0.5,2.77,17.43,3.41,0,1,v1_deterministic
@martaandrustam,Marta and Rustam,youtube,lifestyle,40800000.0,34.33,,FALSE,0.0,0,20,7,3,9,5,15,0.35,0.15,0.45,0.25,0.75,6,3,4,3,0.6667,1.0,3.41,20.22,3.68,0,1,v1_deterministic
@jesser,Jesser,youtube,lifestyle,40700000.0,16.53,,FALSE,0.0,0,20,8,0,7,3,13,0.4,0.0,0.35,0.15,0.65,8,3,6,2,0.75,0.6667,3.54,21.71,3.92,0,1,v1_deterministic
@anokhinalz,?nokhina Liza,tiktok,lifestyle,40600000.0,50,,TRUE,0.0,0,40,19,6,15,10,31,0.475,0.15,0.375,0.25,0.775,10,2,8,2,0.8,1.0,4.13,26.75,5.02,0,1,v1_deterministic
@mrdegreeofficial,Mr DegrEE,youtube,lifestyle,40400000.0,42.62,,FALSE,0.0,0,20,5,4,4,7,17,0.25,0.2,0.2,0.35,0.85,11,3,7,0,0.6364,0.0,3.28,18.35,4.04,0,1,v1_deterministic
@ryansworld,Ryan's World,youtube,music,40300000.0,42.69,,FALSE,0.0,0,20,6,5,4,2,4,0.3,0.25,0.2,0.1,0.2,4,2,0,2,0.0,1.0,1.1,1.82,2.11,0,1,v1_deterministic
@tuzelityofficial,tuzelity SHUFFLE,youtube,lifestyle,40300000.0,36.18,,FALSE,0.0,0,20,6,1,10,5,12,0.3,0.05,0.5,0.25,0.6,6,0,4,0,0.6667,0.0,3.48,27.23,3.94,0,1,v1_deterministic
@souravjvlogs,Sourav Joshi Vlogs,youtube,music,40100000.0,22.83,IN,FALSE,0.0,0,20,3,0,5,2,4,0.15,0.0,0.25,0.1,0.2,10,3,6,3,0.6,1.0,2.94,17.44,4.08,0,1,v1_deterministic
@onedirectionchannel,One Direction,youtube,music,39800000.0,50,,FALSE,0.0,0,20,7,1,7,2,4,0.35,0.05,0.35,0.1,0.2,6,3,4,3,0.6667,1.0,3.31,22.18,3.45,1,1,v1_deterministic
@unknownboyvarun7,unknown boy varun,youtube,comedy,39700000.0,40.86,,FALSE,0.0,0,20,0,0,4,0,5,0.0,0.0,0.2,0.0,0.25,6,0,2,0,0.3333,0.0,2.02,0.84,2.79,0,1,v1_deterministic
@theweeknd,The Weeknd,youtube,lifestyle,39500000.0,50,,FALSE,0.0,0,20,7,1,11,3,14,0.35,0.05,0.55,0.15,0.7,7,2,6,2,0.8571,1.0,3.86,30.91,5.15,1,1,v1_deterministic
@iamneetubisht,Neetu Bisht,youtube,lifestyle,39400000.0,23.06,,FALSE,0.0,0,20,11,2,8,1,14,0.55,0.1,0.4,0.05,0.7,8,8,4,7,0.5,0.875,3.27,18.84,3.49,0,1,v1_deterministic
@williesalim,Willie Salim,youtube,lifestyle,39100000.0,10.16,,FALSE,0.0,0,20,7,3,12,3,15,0.35,0.15,0.6,0.15,0.75,9,3,7,3,0.7778,1.0,3.74,26.8,3.38,1,1,v1_deterministic
@disneymusicvevo,DisneyMusicVEVO,youtube,music,39000000.0,35.89,,FALSE,0.0,0,20,5,2,8,6,6,0.25,0.1,0.4,0.3,0.3,7,2,2,2,0.2857,1.0,2.35,4.24,2.33,0,1,v1_deterministic
@galinhapintadinha,Galinha Pintadinha,youtube,music,39000000.0,50,,FALSE,0.0,0,20,7,2,4,2,3,0.35,0.1,0.2,0.1,0.15,16,7,10,3,0.625,0.4286,2.9,14.5,3.58,1,1,v1_deterministic
@mujjuu___14,mujjuu___14,youtube,business,38900000.0,43.47,,FALSE,0.0,0,20,0,2,4,1,7,0.0,0.1,0.2,0.05,0.35,6,1,2,1,0.3333,1.0,1.86,5.34,2.23,0,1,v1_deterministic
@markiplier,Markiplier,youtube,gaming,38600000.0,10.4,US,FALSE,0.0,0,20,0,0,1,0,4,0.0,0.0,0.05,0.0,0.2,6,0,3,0,0.5,0.0,2.38,12.33,3.31,0,1,v1_deterministic
@sabrinacarpenter,Sabrina Carpenter,tiktok,lifestyle,38400000.0,5.47,,TRUE,0.0,0,40,12,2,20,13,30,0.3,0.05,0.5,0.325,0.75,2,0,2,0,1.0,0.0,3.77,28.45,4.68,0,1,v1_deterministic
@surrajandpriti,Filmy Surraj,youtube,lifestyle,38400000.0,50,,FALSE,0.0,0,20,9,1,5,6,15,0.45,0.05,0.25,0.3,0.75,8,5,5,4,0.625,0.8,3.24,21.92,3.82,1,1,v1_deterministic
@cybervillagesolution,CVS 3D Rhymes & Kids Songs,youtube,music,38400000.0,50,,FALSE,0.0,0,20,2,3,10,3,3,0.1,0.15,0.5,0.15,0.15,4,0,3,0,0.75,0.0,2.85,16.56,4.75,0,1,v1_deterministic
@thatlittlepuff,That Little Puff,youtube,food,38100000.0,50,,FALSE,0.0,0,20,2,0,2,0,5,0.1,0.0,0.1,0.0,0.25,7,1,6,1,0.8571,1.0,3.76,26.25,4.56,1,1,v1_deterministic
@ozuna,Ozuna,youtube,music,38100000.0,50,,FALSE,0.0,0,20,5,0,5,4,4,0.25,0.0,0.25,0.2,0.2,5,2,3,0,0.6,0.0,3.13,19.32,4.12,1,1,v1_deterministic
@maroon5,Maroon 5,youtube,lifestyle,38000000.0,50,,FALSE,0.0,0,20,8,4,9,5,13,0.4,0.2,0.45,0.25,0.65,11,7,9,5,0.8182,0.7143,3.75,23.91,5.13,1,1,v1_deterministic
@kritikachannel1227,Kritika Channel,youtube,lifestyle,37800000.0,17.58,,FALSE,0.0,0,20,6,0,10,2,11,0.3,0.0,0.5,0.1,0.55,11,3,5,0,0.4545,0.0,2.63,18.89,3.25,1,1,v1_deterministic
@ishaanali11,Ishaan Ali 11,youtube,business,37400000.0,32.17,,FALSE,0.0,0,20,0,0,3,1,2,0.0,0.0,0.15,0.05,0.1,7,0,4,0,0.5714,0.0,3.11,16.49,3.99,1,1,v1_deterministic
@lucasandmarcus,Lucas and Marcus,youtube,business,37100000.0,17.11,,FALSE,0.0,0,20,1,0,1,1,3,0.05,0.0,0.05,0.05,0.15,13,0,6,0,0.4615,0.0,2.52,15.08,3.33,1,1,v1_deterministic
@dbillions,D Billions,youtube,education,36800000.0,50,,FALSE,0.0,0,20,0,0,2,0,1,0.0,0.0,0.1,0.0,0.05,5,1,1,0,0.2,0.0,2.11,5.24,2.49,0,1,v1_deterministic
@geetmp3,Geet MP3,youtube,music,36700000.0,50,,FALSE,0.0,0,20,3,2,7,6,4,0.15,0.1,0.35,0.3,0.2,11,5,4,4,0.3636,0.8,2.43,11.82,2.6,0,1,v1_deterministic
@beastreacts,Beast Reacts,youtube,food,36600000.0,50,,FALSE,0.0,0,20,1,1,3,1,4,0.05,0.05,0.15,0.05,0.2,8,1,3,1,0.375,1.0,2.37,16.98,3.12,0,1,v1_deterministic
@nickdigiovanni,Nick DiGiovanni,youtube,lifestyle,36500000.0,50,,FALSE,0.0,0,20,6,2,8,5,15,0.3,0.1,0.4,0.25,0.75,7,4,5,1,0.7143,0.25,3.57,20.52,4.38,1,1,v1_deterministic
@adityamusic,Aditya Music,youtube,music,36500000.0,3.37,,FALSE,0.0,0,20,6,1,7,1,8,0.3,0.05,0.35,0.05,0.4,4,4,1,2,0.25,0.5,2.06,14.18,2.09,0,1,v1_deterministic
@round2hell,Round2hell,youtube,lifestyle,36300000.0,50,IN,FALSE,0.0,0,20,5,3,7,6,14,0.25,0.15,0.35,0.3,0.7,10,4,8,3,0.8,0.75,3.85,16.74,4.38,1,1,v1_deterministic
@crazyxyz,Crazy XYZ,youtube,lifestyle,36100000.0,19.67,IN,FALSE,0.0,0,20,8,1,6,6,13,0.4,0.05,0.3,0.3,0.65,12,3,6,1,0.5,0.3333,2.81,18.81,3.36,1,1,v1_deterministic
@tsurikishow,Tsuriki Show,youtube,lifestyle,36000000.0,22.21,,FALSE,0.0,0,20,6,1,1,6,14,0.3,0.05,0.05,0.3,0.7,11,5,6,4,0.5455,0.8,2.88,18.57,3.32,0,1,v1_deterministic
@infobellstamilrhymes,infobells - Tamil,youtube,fashion,36000000.0,50,,FALSE,0.0,0,20,12,7,12,4,4,0.6,0.35,0.6,0.2,0.2,9,8,6,8,0.6667,1.0,3.85,27.62,3.85,1,1,v1_deterministic
@bayashitv_,Bayashi TV,youtube,food,35900000.0,44.21,,FALSE,0.0,0,20,3,1,1,0,5,0.15,0.05,0.05,0.0,0.25,11,2,7,1,0.6364,0.5,3.03,20.07,4.39,0,1,v1_deterministic
@michaeljackson,Michael Jackson,youtube,lifestyle,35900000.0,50,,FALSE,0.0,0,20,5,1,9,4,14,0.25,0.05,0.45,0.2,0.7,4,1,2,1,0.5,1.0,2.78,19.3,3.53,0,1,v1_deterministic
@dannyfitt,Danny Fitt,youtube,lifestyle,35800000.0,17.01,,FALSE,0.0,0,20,7,1,6,6,15,0.35,0.05,0.3,0.3,0.75,6,2,3,1,0.5,0.5,3.01,21.61,3.08,0,1,v1_deterministic
@pokemonasiahindiofficial,PokÃ©mon Asia Official (Hindi),youtube,lifestyle,35800000.0,14.48,,FALSE,0.0,0,20,6,1,8,2,16,0.3,0.05,0.4,0.1,0.8,6,0,5,0,0.8333,0.0,3.92,23.29,3.89,0,1,v1_deterministic
@selenagomez,Selena Gomez,youtube,lifestyle,35700000.0,50,,FALSE,0.0,0,20,9,4,9,4,12,0.45,0.2,0.45,0.2,0.6,10,3,8,3,0.8,1.0,4.35,21.25,5.12,1,1,v1_deterministic
@shfashowindia,shfa show India,youtube,lifestyle,35700000.0,50,,FALSE,0.0,0,20,5,3,7,5,14,0.25,0.15,0.35,0.25,0.7,6,2,5,2,0.8333,1.0,4.15,24.12,5.09,1,1,v1_deterministic
@yoeslan,Yoeslan,youtube,lifestyle,35400000.0,50,,FALSE,0.0,0,20,7,1,9,5,15,0.35,0.05,0.45,0.25,0.75,6,3,3,3,0.5,1.0,2.87,21.38,3.04,1,1,v1_deterministic
@daniellabelle,Daniel LaBelle,youtube,comedy,35400000.0,50,,FALSE,0.0,0,20,1,0,3,0,7,0.05,0.0,0.15,0.0,0.35,8,1,3,0,0.375,0.0,2.02,12.9,2.67,1,1,v1_deterministic
@jbalvin,J Balvin,youtube,music,35200000.0,50,,FALSE,0.0,0,20,5,2,8,3,4,0.25,0.1,0.4,0.15,0.2,6,1,4,1,0.6667,1.0,3.34,21.38,3.71,0,1,v1_deterministic
@nickjr,Nick Jr.,youtube,gaming,35200000.0,12.83,,FALSE,0.0,0,20,0,0,1,3,5,0.0,0.0,0.05,0.15,0.25,5,1,3,1,0.6,1.0,2.83,17.38,3.17,0,1,v1_deterministic
@capitanyolotroll,YOLO,youtube,lifestyle,35200000.0,15.52,MX,FALSE,0.0,0,20,3,3,6,4,16,0.15,0.15,0.3,0.2,0.8,10,2,3,2,0.3,1.0,2.05,8.4,1.82,0,1,v1_deterministic
@sssniperwolf,SSSniperWolf,youtube,gaming,35000000.0,18.97,,FALSE,0.0,0,20,3,0,3,0,6,0.15,0.0,0.15,0.0,0.3,3,0,0,0,0.0,0.0,0.9,-4.4,2.29,1,1,v1_deterministic
@emmieswonderwardrobe,Emmie's Wonder Wardrobe,youtube,music,34700000.0,35.27,,FALSE,0.0,0,20,4,3,4,2,5,0.2,0.15,0.2,0.1,0.25,10,3,7,2,0.7,0.6667,3.37,23.66,4.3,1,1,v1_deterministic
@chotanawab,Chotanawab,youtube,lifestyle,34600000.0,15.64,,FALSE,0.0,0,20,6,3,7,3,14,0.3,0.15,0.35,0.15,0.7,6,1,3,0,0.5,0.0,2.89,12.93,3.29,1,1,v1_deterministic
@jasminandjames,Jasmin and James,youtube,lifestyle,34600000.0,10.05,,FALSE,0.0,0,20,7,4,9,2,17,0.35,0.2,0.45,0.1,0.85,4,0,2,0,0.5,0.0,3.03,13.8,2.63,1,1,v1_deterministic
@khandeshimovies,KHANDESHI MOVIES,youtube,music,34400000.0,50,,FALSE,0.0,0,20,1,2,2,3,6,0.05,0.1,0.1,0.15,0.3,7,2,5,1,0.7143,0.5,2.94,21.54,4.74,0,1,v1_deterministic
@nocopyrightsounds,NoCopyrightSounds,youtube,music,34300000.0,17.19,GB,FALSE,0.0,0,20,5,2,6,1,3,0.25,0.1,0.3,0.05,0.15,9,3,6,2,0.6667,0.6667,3.12,19.6,3.2,1,1,v1_deterministic
@dream,Dream,youtube,tech,34300000.0,41.35,,FALSE,0.0,0,20,0,0,0,0,4,0.0,0.0,0.0,0.0,0.2,8,2,3,0,0.375,0.0,2.33,17.5,2.7,0,1,v1_deterministic
@desimusicfactoryyt,Desi Music Factory,youtube,music,34200000.0,50,,FALSE,0.0,0,20,3,3,5,2,6,0.15,0.15,0.25,0.1,0.3,6,2,5,2,0.8333,1.0,3.63,24.38,4.88,0,1,v1_deterministic
@justinflom,Justin Flom,youtube,lifestyle,34100000.0,50,,FALSE,0.0,0,20,4,2,9,7,13,0.2,0.1,0.45,0.35,0.65,8,4,1,2,0.125,0.5,1.7,5.64,1.73,1,1,v1_deterministic
@chapitosiki,Chapitosiki,youtube,lifestyle,34000000.0,20.29,,FALSE,0.0,0,20,9,1,7,5,17,0.45,0.05,0.35,0.25,0.85,5,3,5,3,1.0,1.0,4.48,39.52,5.12,1,1,v1_deterministic
@kylethomas,kyle thomas ?¦¸?»?âï¸,tiktok,lifestyle,34000000,18.38,,TRUE,0,1,40,12,5,14,10,20,0.3,0.125,0.35,0.25,0.5,5,3,2,2,0.4,0.6667,2.56,19.29,3.2,1,1,v1_deterministic
@bouncepatrol,Bounce Patrol - Kids Songs,youtube,music,34000000.0,50,,FALSE,0.0,0,20,5,2,2,3,5,0.25,0.1,0.1,0.15,0.25,11,2,5,1,0.4545,0.5,2.56,16.26,3.41,0,1,v1_deterministic
@zidaanshahidaly,Zidaan Shahid Aly,youtube,music,33700000.0,14.87,,FALSE,0.0,0,20,4,3,4,6,9,0.2,0.15,0.2,0.3,0.45,2,0,0,0,0.0,0.0,1.65,2.25,1.59,0,1,v1_deterministic
@royaltyfam,The Royalty Family,youtube,fashion,33700000.0,43.37,,FALSE,0.0,0,20,11,2,14,9,10,0.55,0.1,0.7,0.45,0.5,12,3,8,2,0.6667,0.6667,3.55,29.36,3.61,1,1,v1_deterministic
@smtown,SMTOWN,youtube,music,33600000.0,5.11,,FALSE,0.0,0,20,4,2,5,3,7,0.2,0.1,0.25,0.15,0.35,3,0,1,0,0.3333,0.0,1.97,11.07,1.87,1,1,v1_deterministic
@duduecarol,DUDU e CAROL,youtube,lifestyle,33600000.0,14.16,,FALSE,0.0,0,20,6,4,8,7,14,0.3,0.2,0.4,0.35,0.7,8,4,5,4,0.625,1.0,3.06,27.54,3.87,1,1,v1_deterministic
@zachchoi,Zach Choi,youtube,business,33600000.0,22.53,,FALSE,0.0,0,20,1,0,4,1,2,0.05,0.0,0.2,0.05,0.1,11,0,8,0,0.7273,0.0,3.36,25.53,3.73,0,1,v1_deterministic
@vilyambruno,BRUNO,youtube,lifestyle,33600000.0,37.75,,FALSE,0.0,0,20,4,1,6,6,17,0.2,0.05,0.3,0.3,0.85,9,3,6,3,0.6667,1.0,3.5,20.18,3.54,1,1,v1_deterministic
@toyoraljanahtv,??Ø§Ø© Ø·??Ø± Ø§?Ø¬?Ø© | toyoraljanahtv,youtube,lifestyle,33500000.0,26.43,,FALSE,0.0,0,20,3,1,6,4,14,0.15,0.05,0.3,0.2,0.7,6,3,4,3,0.6667,1.0,3.42,23.65,3.92,0,1,v1_deterministic
@taylorswift,Taylor Swift,tiktok,lifestyle,33500000.0,9.84,,TRUE,0.0,0,40,8,2,7,9,23,0.2,0.05,0.175,0.225,0.575,7,1,5,0,0.7143,0.0,3.72,26.34,4.01,1,1,v1_deterministic
@talkingtom,Talking Tom,youtube,lifestyle,33400000.0,49.72,,FALSE,0.0,0,20,4,2,8,3,14,0.2,0.1,0.4,0.15,0.7,9,3,6,2,0.6667,0.6667,3.0,26.03,3.53,0,1,v1_deterministic
@adele,Adele,youtube,lifestyle,33200000.0,50,,FALSE,0.0,0,20,8,1,6,3,15,0.4,0.05,0.3,0.15,0.75,3,1,3,1,1.0,1.0,4.42,33.83,5.24,1,1,v1_deterministic
@rosalia,La Rosalia,tiktok,lifestyle,33000000.0,5.46,,TRUE,0.0,0,40,12,5,19,14,25,0.3,0.125,0.475,0.35,0.625,5,2,3,1,0.6,0.5,2.82,18.56,3.15,1,1,v1_deterministic
@zappytoons,ZappyToons - Hindi Nursery Rhymes and Stories,youtube,comedy,33000000.0,50,,FALSE,0.0,0,20,0,0,2,0,5,0.0,0.0,0.1,0.0,0.25,5,0,2,0,0.4,0.0,2.77,18.15,3.14,0,1,v1_deterministic
@alanbecker,Alan Becker,youtube,comedy,32900000.0,50,US,FALSE,0.0,0,20,3,1,4,1,6,0.15,0.05,0.2,0.05,0.3,7,0,1,0,0.1429,0.0,2.0,5.29,2.16,0,1,v1_deterministic
@ashishchanchlanivines,ashish chanchlani vines,youtube,lifestyle,32800000.0,50,IN,FALSE,0.0,0,20,12,2,8,4,12,0.6,0.1,0.4,0.2,0.6,8,3,4,2,0.5,0.6667,2.84,19.44,3.22,0,1,v1_deterministic
@_vector_,_vector_,youtube,food,32600000.0,50,,FALSE,0.0,0,20,0,0,1,1,4,0.0,0.0,0.05,0.05,0.2,10,0,7,0,0.7,0.0,3.19,18.75,4.16,1,1,v1_deterministic
@7clouds,7clouds,youtube,music,32500000.0,27.16,,FALSE,0.0,0,20,1,2,4,1,2,0.05,0.1,0.2,0.05,0.1,10,3,10,2,1.0,0.6667,4.34,27.8,4.79,1,1,v1_deterministic
@luisfonsi,Luis Fonsi,youtube,lifestyle,32500000.0,50,US,FALSE,0.0,0,20,8,3,5,7,17,0.4,0.15,0.25,0.35,0.85,11,4,6,2,0.5455,0.5,2.92,18.16,3.5,1,1,v1_deterministic
@ultrarecords,Ultra Records,youtube,music,32500000.0,11.1,,FALSE,0.0,0,20,6,1,2,3,4,0.3,0.05,0.1,0.15,0.2,7,3,3,1,0.4286,0.3333,2.39,13.09,2.91,1,1,v1_deterministic
@bigschoolminecraft,BigSchool,youtube,lifestyle,32400000.0,6.07,,FALSE,0.0,0,20,4,4,9,9,12,0.2,0.2,0.45,0.45,0.6,5,0,2,0,0.4,0.0,2.21,15.81,1.72,0,1,v1_deterministic
@vinijr,Vini Jr.,tiktok,lifestyle,32300000.0,5.35,,TRUE,0.0,0,40,13,9,13,9,27,0.325,0.225,0.325,0.225,0.675,5,1,3,1,0.6,1.0,2.81,17.55,2.89,0,1,v1_deterministic
@amirodriguezz,Ami Rodriguez,youtube,lifestyle,32200000.0,25.23,,FALSE,0.0,0,20,9,2,7,8,13,0.45,0.1,0.35,0.4,0.65,8,2,5,1,0.625,0.5,2.98,24.63,4.29,1,1,v1_deterministic
@jomyproductionshorts,Jomy Production,youtube,education,32100000.0,50,,FALSE,0.0,0,20,1,1,1,0,2,0.05,0.05,0.05,0.0,0.1,5,0,5,0,1.0,0.0,3.94,34.09,4.93,0,1,v1_deterministic
@ultramovieparlour,Ultra Movie Parlour,youtube,music,32000000.0,9.95,,FALSE,0.0,0,20,6,3,7,4,5,0.3,0.15,0.35,0.2,0.25,5,1,3,1,0.6,1.0,2.76,19.62,3.5,1,1,v1_deterministic
@dhruvrathee,Dhruv Rathee,youtube,education,32000000.0,23.01,,FALSE,0.0,0,20,1,0,0,1,2,0.05,0.0,0.0,0.05,0.1,9,0,8,0,0.8889,0.0,3.83,25.1,4.52,0,1,v1_deterministic
@drakeofficial,Drake,youtube,lifestyle,32000000.0,50,,FALSE,0.0,0,20,4,1,6,4,14,0.2,0.05,0.3,0.2,0.7,9,1,6,1,0.6667,1.0,3.26,11.07,3.71,0,1,v1_deterministic
@jypentertainment,JYP Entertainment,youtube,lifestyle,31900000.0,30.8,,FALSE,0.0,0,20,7,3,5,3,15,0.35,0.15,0.25,0.15,0.75,10,5,3,3,0.3,0.6,2.29,20.85,2.67,1,1,v1_deterministic
@boramtubevlog4821,Boram Tube Vlog [ë³´ë?ë¸ ë¸ì´ë¡ê·¸],youtube,lifestyle,31800000.0,50,,FALSE,0.0,0,20,5,2,10,4,17,0.25,0.1,0.5,0.2,0.85,6,2,4,2,0.6667,1.0,3.31,24.14,3.91,1,1,v1_deterministic
@mr_faisu_07,user68669568003,tiktok,lifestyle,31800000.0,13.82,,FALSE,0.0,0,40,8,2,16,11,28,0.2,0.05,0.4,0.275,0.7,10,1,3,1,0.3,1.0,2.26,15.18,2.17,0,1,v1_deterministic
@cnliziqi,?å­??Liziqi,youtube,lifestyle,31300000.0,50,,FALSE,0.0,0,20,6,5,7,8,15,0.3,0.25,0.35,0.4,0.75,14,3,6,2,0.4286,0.6667,2.83,14.78,4.2,1,1,v1_deterministic
@boxofvengeance,Box Of Vengeance,youtube,business,31200000.0,50,,FALSE,0.0,0,20,0,0,0,1,4,0.0,0.0,0.0,0.05,0.2,6,1,2,0,0.3333,0.0,1.99,7.65,3.05,0,1,v1_deterministic
@kidibli,Kidibli (Kinder Spielzeug Kanal),youtube,education,31200000.0,40.44,,FALSE,0.0,0,20,0,0,1,0,2,0.0,0.0,0.05,0.0,0.1,11,0,4,0,0.3636,0.0,2.08,8.99,2.87,0,1,v1_deterministic
@jacksepticeye,jacksepticeye,youtube,gaming,31200000.0,10.62,IE,FALSE,0.0,0,20,1,0,0,1,7,0.05,0.0,0.0,0.05,0.35,7,1,2,0,0.2857,0.0,1.95,15.34,1.6,0,1,v1_deterministic
@peppapigespanollatinooficial,Peppa Pig EspaÃ±ol Latino - Canal Oficial,youtube,lifestyle,31000000.0,11.24,,FALSE,0.0,0,20,4,1,7,1,12,0.2,0.05,0.35,0.05,0.6,6,1,4,1,0.6667,1.0,3.08,23.45,3.91,1,1,v1_deterministic
@kidstv,Kids TV - Nursery Rhymes And Baby Songs,youtube,music,31000000.0,11.34,,FALSE,0.0,0,20,1,0,4,3,8,0.05,0.0,0.2,0.15,0.4,5,0,2,0,0.4,0.0,2.33,16.63,2.42,1,1,v1_deterministic
@maluma_official,Maluma,youtube,lifestyle,30900000.0,50,US,FALSE,0.0,0,20,7,3,9,10,14,0.35,0.15,0.45,0.5,0.7,10,3,4,2,0.4,0.6667,2.64,12.17,3.49,1,1,v1_deterministic
@toycantando,toycantando,youtube,lifestyle,30900000.0,50,,FALSE,0.0,0,20,5,1,9,2,12,0.25,0.05,0.45,0.1,0.6,6,2,4,1,0.6667,0.5,3.29,19.15,3.75,0,1,v1_deterministic
@filaretiki,Filaretiki,youtube,lifestyle,30900000.0,18.97,,FALSE,0.0,0,20,5,2,10,6,14,0.25,0.1,0.5,0.3,0.7,5,0,2,0,0.4,0.0,2.43,19.21,2.55,0,1,v1_deterministic
@lizzza,Liza Koshy,tiktok,lifestyle,30700000.0,6.93,,TRUE,0.0,0,40,7,4,10,9,29,0.175,0.1,0.25,0.225,0.725,9,2,3,1,0.3333,0.5,2.06,11.55,1.71,1,1,v1_deterministic
@shawnmendes,Shawn Mendes,youtube,lifestyle,30700000.0,50,,FALSE,0.0,0,20,5,0,4,4,14,0.25,0.0,0.2,0.2,0.7,6,1,1,1,0.1667,1.0,2.19,13.18,2.81,0,1,v1_deterministic
@wbkids,WB Kids,youtube,lifestyle,30600000.0,16.9,,FALSE,0.0,0,20,6,2,8,5,15,0.3,0.1,0.4,0.25,0.75,12,3,6,2,0.5,0.6667,2.93,18.15,3.45,0,1,v1_deterministic
@disneyjrla,Disney Jr. LatinoamÃ©rica,youtube,lifestyle,30500000.0,36.67,,FALSE,0.0,0,20,9,0,10,4,14,0.45,0.0,0.5,0.2,0.7,4,2,2,2,0.5,1.0,3.0,19.13,3.05,1,1,v1_deterministic
@varunbundela,vlogger varun,youtube,lifestyle,30400000.0,44.49,,FALSE,0.0,0,20,6,2,10,4,15,0.3,0.1,0.5,0.2,0.75,5,1,4,1,0.8,1.0,3.61,20.88,4.49,1,1,v1_deterministic
@ladygaga,Lady Gaga,youtube,lifestyle,30400000.0,50,,FALSE,0.0,0,20,9,2,10,4,15,0.45,0.1,0.5,0.2,0.75,8,3,6,3,0.75,1.0,4.02,29.86,3.66,1,1,v1_deterministic
@villagecookingchannel,Village Cooking Channel,youtube,food,30400000.0,50,,FALSE,0.0,0,20,3,0,1,1,5,0.15,0.0,0.05,0.05,0.25,10,1,5,1,0.5,1.0,2.56,17.21,2.97,0,1,v1_deterministic
@wizkhalifa,Wiz Khalifa,youtube,lifestyle,30300000.0,50,US,FALSE,0.0,0,20,3,0,7,2,13,0.15,0.0,0.35,0.1,0.65,12,2,5,2,0.4167,1.0,2.59,9.32,2.68,1,1,v1_deterministic
@viralhog,ViralHog,youtube,lifestyle,30200000.0,2.19,,FALSE,0.0,0,20,11,3,10,6,16,0.55,0.15,0.5,0.3,0.8,4,3,1,2,0.25,0.6667,2.16,12.12,0.98,0,1,v1_deterministic
@trapnation,Trap Nation,youtube,music,30200000.0,16.35,,FALSE,0.0,0,20,4,2,9,2,5,0.2,0.1,0.45,0.1,0.25,2,0,0,0,0.0,0.0,1.87,-6.95,0.88,1,1,v1_deterministic
@taihoa2905,H&T Official,youtube,lifestyle,30200000.0,26.31,,FALSE,0.0,0,20,5,1,8,2,12,0.25,0.05,0.4,0.1,0.6,9,2,5,2,0.5556,1.0,3.12,16.65,3.31,0,1,v1_deterministic
@sidhumoosewalaofficial,Sidhu Moose Wala,youtube,music,30100000.0,5.37,IN,FALSE,0.0,0,20,4,3,6,3,4,0.2,0.15,0.3,0.15,0.2,2,0,2,0,1.0,0.0,4.07,33.06,4.37,1,1,v1_deterministic
@ajakitchen,Aja Kitchen,youtube,food,30100000.0,23.79,,FALSE,0.0,0,20,2,0,2,0,6,0.1,0.0,0.1,0.0,0.3,5,2,2,2,0.4,1.0,2.05,12.36,3.17,1,1,v1_deterministic
@penmovies,Pen Movies,youtube,lifestyle,30000000.0,17.33,,FALSE,0.0,0,20,8,3,9,2,14,0.4,0.15,0.45,0.1,0.7,6,2,4,1,0.6667,0.5,3.41,20.27,4.29,1,1,v1_deterministic
@jaanvipatel,jaanvi patel,youtube,lifestyle,29900000.0,45.47,,FALSE,0.0,0,20,10,1,5,4,16,0.5,0.05,0.25,0.2,0.8,8,2,3,2,0.375,1.0,2.91,19.78,2.84,0,1,v1_deterministic
@dianaromaen,Diana and Roma EN,youtube,travel,29900000.0,47.21,,FALSE,0.0,0,20,4,1,5,4,10,0.2,0.05,0.25,0.2,0.5,8,2,4,0,0.5,0.0,3.14,18.31,3.5,1,1,v1_deterministic
@chrisbrowntv,Chris Brown,youtube,music,29900000.0,50,,FALSE,0.0,0,20,5,3,5,1,7,0.25,0.15,0.25,0.05,0.35,18,3,7,1,0.3889,0.3333,2.29,9.33,3.33,0,1,v1_deterministic
